Dodavka; Platce; Nazev platce; Zuctovaci datum; Artikl; Nazev; Mnozstvi zaklad; Cena prodeje LM; Kurz prodeje LM/EUR; Cena nakup jedn EUR
PDL23115107; K07222; Lidl Česká republika s.r.o.; 05.02.24; 4203110; Majonéza klasik 800ml B8; 1728; 106220,16; 25,005; 20,48
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 24; 1512; 25,005; 17,76
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4200020; Rajčatový kečup jemný 342g B10; 20; 620; 25,005; 10,2
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 25,005; 18
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4201000; Fazole 415g B24; 48; 1512; 25,005; 21,84
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4202140; BBQ Omáčka classic 400ml B10; 20; 926; 25,005; 13,8
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4202310; Worcesterová omáčka150ml B12; 24; 792; 25,005; 13,92
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,005; 9,6
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4202700; BBQ Omáčka TD 220ml B8; 16; 528; 25,005; 8,48
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 25,005; 9,8
PDL23115123; K06875; Velká Pecka s.r.o.; 05.02.24; 4202760; Aioli omáčka 220 ml B8; 8; 264; 25,005; 9,8
PDL23115126; K02821; PENNY MARKET s.r.o.; 05.02.24; 4200030; Rajčatový kečup 450g B15; 2520; 68040; 25,005; 16,95
PDL23115126; K02821; PENNY MARKET s.r.o.; 05.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 1260; 34020; 25,005; 18
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 48; 3024; 25,005; 17,76
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4200020; Rajčatový kečup jemný 342g B10; 30; 930; 25,005; 10,2
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 460; 25,005; 14,3
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 25,005; 18
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4201000; Fazole 415g B24; 168; 5292; 25,005; 21,84
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4201020; Fazole chilli 390g B12; 24; 804; 25,005; 12,12
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4201050; Fazole BBQ 390g B12; 36; 1206; 25,005; 12,48
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4202140; BBQ Omáčka classic 400ml B10; 30; 1389; 25,005; 13,8
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4202220; Sójová omáčka 150ml B12; 24; 792; 25,005; 13,68
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4202310; Worcesterová omáčka150ml B12; 48; 1584; 25,005; 13,92
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,005; 9,6
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 25,005; 9,6
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4202700; BBQ Omáčka TD 220ml B8; 24; 792; 25,005; 8,48
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 25,005; 9,8
PDL23115127; K06875; Velká Pecka s.r.o.; 05.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 264; 25,005; 9,8
PDL23115128; K02821; PENNY MARKET s.r.o.; 05.02.24; 4200030; Rajčatový kečup 450g B15; 1260; 34020; 25,005; 16,95
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 80; 5040; 25,005; 17,76
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4200020; Rajčatový kečup jemný 342g B10; 80; 2480; 25,005; 10,2
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4200030; Rajčatový kečup 450g B15; 210; 7980; 25,005; 16,95
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 70; 3220; 25,005; 14,3
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 30; 1140; 25,005; 18
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4201000; Fazole 415g B24; 48; 1512; 25,005; 21,84
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 25,005; 12,12
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4202140; BBQ Omáčka classic 400ml B10; 30; 1389; 25,005; 13,8
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4202220; Sójová omáčka 150ml B12; 24; 792; 25,005; 13,68
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4202310; Worcesterová omáčka150ml B12; 60; 1980; 25,005; 13,92
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,005; 9,6
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4202600; Omáčka hranolky 400ml B10; 20; 926; 25,005; 9,6
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4202700; BBQ Omáčka TD 220ml B8; 32; 1056; 25,005; 8,48
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 25,005; 8,56
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4202740; American Burger Omáčka TD 220ml B8; 24; 792; 25,005; 9,8
PDL23115129; K06875; Velká Pecka s.r.o.; 05.02.24; 4204050; Hořčice medová 220ml (240g) B8; 64; 2112; 25,005; 1,15
PDL23115132; K02821; PENNY MARKET s.r.o.; 05.02.24; 4200030; Rajčatový kečup 450g B15; 3780; 102060; 25,005; 16,95
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 48; 3024; 25,005; 17,76
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4200020; Rajčatový kečup jemný 342g B10; 60; 1860; 25,005; 10,2
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4200030; Rajčatový kečup 450g B15; 105; 3990; 25,005; 16,95
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 60; 2760; 25,005; 14,3
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 25,005; 18
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4201000; Fazole 415g B24; 144; 4536; 25,005; 21,84
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4202140; BBQ Omáčka classic 400ml B10; 30; 1389; 25,005; 13,8
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4202220; Sójová omáčka 150ml B12; 24; 792; 25,005; 13,68
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4202310; Worcesterová omáčka150ml B12; 48; 1584; 25,005; 13,92
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,005; 9,6
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4202600; Omáčka hranolky 400ml B10; 20; 926; 25,005; 9,6
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4202700; BBQ Omáčka TD 220ml B8; 24; 792; 25,005; 8,48
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 16; 528; 25,005; 8,56
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4202740; American Burger Omáčka TD 220ml B8; 24; 792; 25,005; 9,8
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 264; 25,005; 9,8
PDL23115136; K06875; Velká Pecka s.r.o.; 05.02.24; 4204050; Hořčice medová 220ml (240g) B8; 56; 1848; 25,005; 1,15
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 104; 6552; 25,005; 17,76
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4200020; Rajčatový kečup jemný 342g B10; 80; 2480; 25,005; 10,2
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4200030; Rajčatový kečup 450g B15; 255; 9690; 25,005; 16,95
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 110; 5060; 25,005; 14,3
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 30; 1140; 25,005; 18
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4201000; Fazole 415g B24; 144; 4536; 25,005; 21,84
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 25,005; 12,12
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4201050; Fazole BBQ 390g B12; 36; 1206; 25,005; 12,48
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4202140; BBQ Omáčka classic 400ml B10; 40; 1852; 25,005; 13,8
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4202220; Sójová omáčka 150ml B12; 24; 792; 25,005; 13,68
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4202310; Worcesterová omáčka150ml B12; 60; 1980; 25,005; 13,92
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4202510; Omáčka česneková 400ml B10; 20; 926; 25,005; 9,6
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4202600; Omáčka hranolky 400ml B10; 20; 926; 25,005; 9,6
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4202700; BBQ Omáčka TD 220ml B8; 24; 792; 25,005; 8,48
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 25,005; 8,56
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 25,005; 9,8
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4202760; Aioli omáčka 220 ml B8; 8; 264; 25,005; 9,8
PDL23115137; K06875; Velká Pecka s.r.o.; 05.02.24; 4204050; Hořčice medová 220ml (240g) B8; 48; 1584; 25,005; 1,15
PDL23115138; K00134; Albert Česká republika, s.r.o.; 05.02.24; 4200030; Rajčatový kečup 450g B15; 1260; 38178; 25,005; 16,95
PDL23115138; K00134; Albert Česká republika, s.r.o.; 05.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 340; 12920; 25,005; 14,3
PDL23115138; K00134; Albert Česká republika, s.r.o.; 05.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 1260; 38178; 25,005; 18
PDL23115138; K00134; Albert Česká republika, s.r.o.; 05.02.24; 4200170; Rajčatový kečup jemný700g(605ml)B10; 1920; 86400; 25,005; 22,08
PDL23115138; K00134; Albert Česká republika, s.r.o.; 05.02.24; 4202220; Sójová omáčka 150ml B12; 348; 10996,8; 25,005; 13,68
PDL23115167; K00589; BILLA, spol. s r. o.; 06.02.24; 4200210; Rajčatový kečup TD (10) 400ml; 6650; 222775; 24,925; 14,3
PDL23115167; K00589; BILLA, spol. s r. o.; 06.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 3200; 182400,01; 24,925; 17,76
PDL23115173; K07280; Košík.cz s.r.o.; 06.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 120; 9144; 24,925; 17,76
PDL23115173; K07280; Košík.cz s.r.o.; 06.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 216; 10044; 24,925; 16,32
PDL23115173; K07280; Košík.cz s.r.o.; 06.02.24; 4200020; Rajčatový kečup jemný 342g B10; 600; 17490; 24,925; 10,2
PDL23115173; K07280; Košík.cz s.r.o.; 06.02.24; 4200030; Rajčatový kečup 450g B15; 600; 20874; 24,925; 16,95
PDL23115173; K07280; Košík.cz s.r.o.; 06.02.24; 4200060; Rajčatový kečup ostrý 570g B12; 60; 2790; 24,925; 15,72
PDL23115173; K07280; Košík.cz s.r.o.; 06.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 465; 24,925; 14,3
PDL23115173; K07280; Košík.cz s.r.o.; 06.02.24; 4202150; BBQ Omáčka sladká 400ml B10; 30; 1566,9; 24,925; 14
PDL23115173; K07280; Košík.cz s.r.o.; 06.02.24; 4202520; Omáčka Sweet Chilli 220ml B8; 32; 1009,92; 24,925; 8,72
PDL23115177; K03543; Tesco Stores ČR a.s.; 06.02.24; 4200170; Rajčatový kečup jemný700g(605ml)B10; 1600; 69280; 24,925; 22,08
PDL23115180; K03543; Tesco Stores ČR a.s.; 06.02.24; 4201000; Fazole 415g B24; 192; 4800; 24,925; 21,84
PDL23115180; K03543; Tesco Stores ČR a.s.; 06.02.24; 4201020; Fazole chilli 390g B12; 48; 1200; 24,925; 12,12
PDL23115180; K03543; Tesco Stores ČR a.s.; 06.02.24; 4202140; BBQ Omáčka classic 400ml B10; 80; 2672; 24,925; 13,8
PDL23115180; K03543; Tesco Stores ČR a.s.; 06.02.24; 4202220; Sójová omáčka 150ml B12; 96; 2967,36; 24,925; 13,68
PDL23115180; K03543; Tesco Stores ČR a.s.; 06.02.24; 4202310; Worcesterová omáčka150ml B12; 84; 2596,44; 24,925; 13,92
PDL23115180; K03543; Tesco Stores ČR a.s.; 06.02.24; 4202510; Omáčka česneková 400ml B10; 80; 2672; 24,925; 9,6
PDL23115180; K03543; Tesco Stores ČR a.s.; 06.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 96; 2678,4; 24,925; 8,56
PDL23115183; K07680; Tesco Franchise Stores ČR s.r.o.; 06.02.24; 4200030; Rajčatový kečup 450g B15; 180; 5961,6; 24,925; 16,95
PDL23115213; K06875; Velká Pecka s.r.o.; 07.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 8; 504; 24,98; 17,76
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 16; 1008; 24,98; 17,76
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4200020; Rajčatový kečup jemný 342g B10; 10; 310; 24,98; 10,2
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4200030; Rajčatový kečup 450g B15; 15; 570; 24,98; 16,95
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 460; 24,98; 14,3
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 24,98; 18
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4201000; Fazole 415g B24; 48; 1512; 24,98; 21,84
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 24,98; 12,12
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 24,98; 13,92
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 24,98; 9,6
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4202700; BBQ Omáčka TD 220ml B8; 8; 264; 24,98; 8,48
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 24,98; 8,56
PDL23115233; K06875; Velká Pecka s.r.o.; 07.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 264; 24,98; 9,8
PDL23115234; K07222; Lidl Česká republika s.r.o.; 07.02.24; 4203110; Majonéza klasik 800ml B8; 1728; 106220,16; 24,98; 20,48
PDL23115236; K00134; Albert Česká republika, s.r.o.; 07.02.24; 4202310; Worcesterová omáčka150ml B12; 348; 10996,8; 24,98; 13,92
PDL23115236; K00134; Albert Česká republika, s.r.o.; 07.02.24; 4202600; Omáčka hranolky 400ml B10; 380; 15960; 24,98; 9,6
PDL23115236; K00134; Albert Česká republika, s.r.o.; 07.02.24; 4202750; Curry Mango omáčka 220ml B8; 128; 4147,2; 24,98; 9,8
PDL23115237; K06875; Velká Pecka s.r.o.; 07.02.24; 4200020; Rajčatový kečup jemný 342g B10; 10; 310; 24,98; 10,2
PDL23115237; K06875; Velká Pecka s.r.o.; 07.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 24,98; 18
PDL23115237; K06875; Velká Pecka s.r.o.; 07.02.24; 4202140; BBQ Omáčka classic 400ml B10; 10; 463; 24,98; 13,8
PDL23115237; K06875; Velká Pecka s.r.o.; 07.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 24,98; 13,92
PDL23115237; K06875; Velká Pecka s.r.o.; 07.02.24; 4202700; BBQ Omáčka TD 220ml B8; 8; 264; 24,98; 8,48
PDL23115237; K06875; Velká Pecka s.r.o.; 07.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 24,98; 8,56
PDL23115237; K06875; Velká Pecka s.r.o.; 07.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 24,98; 9,8
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 8; 504; 24,98; 17,76
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4200020; Rajčatový kečup jemný 342g B10; 10; 310; 24,98; 10,2
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4200030; Rajčatový kečup 450g B15; 30; 1140; 24,98; 16,95
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 20; 920; 24,98; 14,3
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 24,98; 18
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4201050; Fazole BBQ 390g B12; 12; 402; 24,98; 12,48
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 24,98; 13,92
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 24,98; 9,6
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4202700; BBQ Omáčka TD 220ml B8; 8; 264; 24,98; 8,48
PDL23115238; K06875; Velká Pecka s.r.o.; 07.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 264; 24,98; 9,8
PDL23115239; K06875; Velká Pecka s.r.o.; 07.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 32; 2016; 24,98; 17,76
PDL23115239; K06875; Velká Pecka s.r.o.; 07.02.24; 4200020; Rajčatový kečup jemný 342g B10; 20; 620; 24,98; 10,2
PDL23115239; K06875; Velká Pecka s.r.o.; 07.02.24; 4200030; Rajčatový kečup 450g B15; 30; 1140; 24,98; 16,95
PDL23115239; K06875; Velká Pecka s.r.o.; 07.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 20; 920; 24,98; 14,3
PDL23115239; K06875; Velká Pecka s.r.o.; 07.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 24,98; 18
PDL23115239; K06875; Velká Pecka s.r.o.; 07.02.24; 4201000; Fazole 415g B24; 24; 756; 24,98; 21,84
PDL23115239; K06875; Velká Pecka s.r.o.; 07.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 24,98; 13,92
PDL23115239; K06875; Velká Pecka s.r.o.; 07.02.24; 4202700; BBQ Omáčka TD 220ml B8; 16; 528; 24,98; 8,48
PDL23115239; K06875; Velká Pecka s.r.o.; 07.02.24; 4206010; Fazole 1kg B6; 12; 828; 24,98; 13,74
PDL23115244; K03543; Tesco Stores ČR a.s.; 07.02.24; 4200210; Rajčatový kečup TD (10) 400ml; 190; 6042; 24,98; 14,3
PDL23115246; K00589; BILLA, spol. s r. o.; 07.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 3696; 133092,96; 24,98; 16,32
PDL23115246; K00589; BILLA, spol. s r. o.; 07.02.24; 4200030; Rajčatový kečup 450g B15; 3420; 106362; 24,98; 16,95
PDL23115246; K00589; BILLA, spol. s r. o.; 07.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 690; 24846,9; 24,98; 14,3
PDL23115246; K00589; BILLA, spol. s r. o.; 07.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 1665; 47069,55; 24,98; 18
PDL23115246; K00589; BILLA, spol. s r. o.; 07.02.24; 4202220; Sójová omáčka 150ml B12; 288; 9429,12; 24,98; 13,68
PDL23115246; K00589; BILLA, spol. s r. o.; 07.02.24; 4202700; BBQ Omáčka TD 220ml B8; 848; 25914,88; 24,98; 8,48
PDL23115246; K00589; BILLA, spol. s r. o.; 07.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 1944; 59408,64; 24,98; 8,56
PDL23115246; K00589; BILLA, spol. s r. o.; 07.02.24; 4202730; Česneková Omáčka TD 220ml B8; 2504; 76522,24; 24,98; 8,56
PDL23115246; K00589; BILLA, spol. s r. o.; 07.02.24; 4202750; Curry Mango omáčka 220ml B8; 1240; 37894,4; 24,98; 9,8
PDL23115287; K02302; Kaufland Česká republika v.o.s.; 08.02.24; 4202150; BBQ Omáčka sladká 400ml B10; 380; 14788,54; 24,955; 14
PDL23115290; K07280; Košík.cz s.r.o.; 08.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 112; 8534,4; 24,955; 17,76
PDL23115290; K07280; Košík.cz s.r.o.; 08.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 276; 12834; 24,955; 16,32
PDL23115290; K07280; Košík.cz s.r.o.; 08.02.24; 4200020; Rajčatový kečup jemný 342g B10; 150; 4372,5; 24,955; 10,2
PDL23115290; K07280; Košík.cz s.r.o.; 08.02.24; 4200030; Rajčatový kečup 450g B15; 105; 3652,95; 24,955; 16,95
PDL23115290; K07280; Košík.cz s.r.o.; 08.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 50; 2325; 24,955; 14,3
PDL23115290; K07280; Košík.cz s.r.o.; 08.02.24; 4201020; Fazole chilli 390g B12; 60; 1635,6; 24,955; 12,12
PDL23115290; K07280; Košík.cz s.r.o.; 08.02.24; 4202750; Curry Mango omáčka 220ml B8; 32; 949,44; 24,955; 9,8
PDL23115300; K06875; Velká Pecka s.r.o.; 08.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 16; 1008; 24,955; 17,76
